index,asset_nm,ct_cl,genre_of_ct_cl,SMRY,ACTR_DISP,disp_rtm,category_l,category_h,series_nm,clean_asset_nm,image
7331,중독자들 44회,TV 시사/교양,인물/다큐,건강을 위한 필수 요소 체중 관리! 빼고 찌고를 반복하는 행동은 오히려 몸무게를 더 늘린다는데... 우리가 알지 못했던 요요현상의 진실은?,이재용,2700.0,교양/다큐멘터리,TV방송,중독자들,중독자들,
7332,빛과 빚 1회,TV 시사/교양,인물/다큐,"빚이 된 빛, 사용후핵연료 / 원전 가동 후 45년이 지난 지금 우리도 모르는 사이 빛은 빚이 되고 있었다. 그것은 바로 사용후핵연료, 엄청난 양의 방사성폐기물이 끝없는 빚처럼 쌓여가고 있는 것이다. 이 빚을 어떻게 갚아갈 것인지 다큐멘터리를 통해 살펴보고자 한다.",-,2700.0,교양/다큐멘터리,TV방송,빛과 빚,빛과 빚,https://www.themoviedb.org/t/p/w300_and_h450_bestv2/j1GNfOtl1XXKJhkARiYKUkMPUt4.jpg
7333,나는자연인이다 513회,TV 시사/교양,인물/다큐,"장사로 건강 잃고 산으로 온 자연인. 윤택과 함께 자연인 이재홍 씨를 만난다. 5살 때 아버지가 돌아가시고, 어린 시절부터 밥벌이를 해야 했다는 자연인. 그러나 오랜 장사로 그의 몸은 고장 나기 시작했고, 언젠가 산에 살리라 마음먹으며 산골에 집을 짓기 시작했다는데...","이승윤,윤택",3420.0,교양/다큐멘터리,TV방송,나는자연인이다,나는자연인이다,
7334,한문철의 블랙박스 리뷰 41회,TV 시사/교양,인물/다큐,워터 여신 권은비가 한블리에 왔다~! 초보 운전 은비 맞춤형 한블리! 한블리가 준비한 맞춤 영상에 감동(?) 폭우로 인한 비극적인 인명 사고! 한블리 장마철 빗길 사고 분석! 그. 리. 고 충격적인 음주 뺑소니 사고! 출연진들을 분노하게 만든 사연은?,"한문철,이수근,규현,한보름,수빈,기욤 패트리",4980.0,교양/다큐멘터리,TV방송,한문철의 블랙박스 리뷰,한문철의 블랙박스 리뷰,
7335,닥터셰프 16회,TV 시사/교양,인물/다큐,여성호르몬을 사수하라! 이번 주 의뢰인은 미스코리아 출신 배우 설수진. 미스코리아도 피해갈 수 없는 뱃살! 배만 볼록한 ET형 몸매? 마른 비만의 원인은 호르몬 저하라는데... 단식과 운동만으로는 부족하다! 여성호르몬을 사수할 식재료는?!,"서경석,김민정,차유나",2820.0,교양/다큐멘터리,TV방송,닥터셰프,닥터셰프,https://www.themoviedb.org/t/p/w300_and_h450_bestv2/rQucBJQhMAszwE4RQpiBaeIzihW.jpg
7336,기막힌 이야기 실제상황 407회,TV 시사/교양,인물/다큐,1. 돈도 없으면서 고가의 장난감을 구매하는 남자의 기막힌 사연은? 2. 번듯한 직장에 다니면서 대리운전을 하는 남자의 사연은? 3. 임신한 며느리에게 수상한 약을 먹이려 하는 시어머니의 놀라운 비밀은?,-,3840.0,교양/다큐멘터리,TV방송,기막힌 이야기 실제상황,기막힌 이야기 실제상황,
7337,블랙: 악마를 보았다 16회,TV 시사/교양,인물/다큐,"[이영학 편] 천사아빠 가면을 쓰고 이미지 뒤로 흉악한 범죄를 저지른 두 얼굴의 잔혹한 살인마 어금니 아빠 이영학의 이야기를 다룬다. 만 14살, 여중생인 딸 친구에게 충격적인 범행을 저지른 이영학은 대체 어떤 사람이었을까?","장진,권일용,최귀화",6480.0,교양/다큐멘터리,TV방송,블랙: 악마를 보았다,블랙: 악마를 보았다,https://www.themoviedb.org/t/p/w300_and_h450_bestv2/7AZv9abNtXFRnzQ51rj5tVVJIfX.jpg
7338,가족관계증명서 14회,TV 시사/교양,인물/다큐,색소 침착 잘못된 걷기 습관 때문. 세월을 역주행한 오늘의 가장 1석2조 효자템? 오늘의 가보 김지선을 놀라게 한 가보의 정체는?,"한다감,이윤석,김지선,정가은,이도진,정승은,김익두",2820.0,교양/다큐멘터리,TV방송,가족관계증명서,가족관계증명서,https://www.themoviedb.org/t/p/w300_and_h450_bestv2/fnJl2Is8UPCad8Z9QEujPH6hJeS.jpg
7339,식객 허영만의 백반기행 1회,TV 시사/교양,인물/다큐,"[당신이 꿈꾸는 남도 백반 - 전남 강진] 입이 즐거운 남도 여행 일번지, 전남 강진! 만화가 허영만과 일일 게스트 식객 아나운서 오상진과 함께 예부터 전라 병영성이 있어 상업이 발달하고 화려한 음식문화를 꽃피운 곳에서 소박하지만 풍성한 밥상을 만나러 떠나본다.",허영만,2760.0,교양/다큐멘터리,TV방송,식객 허영만의 백반기행,식객 허영만의 백반기행,https://www.themoviedb.org/t/p/w300_and_h450_bestv2/ysPjn9WA5DFrDNceKr9KStd6j75.jpg
7340,식객 허영만의 백반기행 212회,TV 시사/교양,인물/다큐,"여름 별식! 국수 밥상. 여름 별식 특집! 국수 기행! 각지에서 찾은 국수 노포 면 장인들. 1일 1면 1국수 킬러, 배우 송진우. 국수 특집에 딱이네!",허영만,2640.0,교양/다큐멘터리,TV방송,식객 허영만의 백반기행,식객 허영만의 백반기행,https://www.themoviedb.org/t/p/w300_and_h450_bestv2/ysPjn9WA5DFrDNceKr9KStd6j75.jpg
7341,청년 농부들의 신전원일기 1회,TV 시사/교양,인물/다큐,"[농사는 어렵고 힘든 일이 아니다], [농사는 아무나 짓는 게 아니다], [농사를 지으면 부자가 될 수 없다]라는 편견들을 과감히 뒤집어 농촌 마을을 핫하게 만들고 있는 청년들의 반짝 아이디어와 IOT 기술을 앞세운 모습들을 보여준다.",-,3720.0,교양/다큐멘터리,TV방송,청년 농부들의 신전원일기,청년 농부들의 신전원일기,
7342,나는자연인이다 515회,TV 시사/교양,인물/다큐,"화해의 산골 자연인 박세귀. 산속에 터를 잡은 지 7년째라는 자연인 박세귀 씨를 윤택과 함께 만나본다. 한때는 대박 난 식당의 사장님이었던 그는 밤잠도 포기해가며 꽝꽝 언 고기를 일일이 손으로 썰어야 했지만, 북새통을 이루는 가게를 보면 힘든 줄도 몰랐다는데...","이승윤,윤택",3420.0,교양/다큐멘터리,TV방송,(HD)나는자연인이다,나는자연인이다,
7343,6.15남북공동선언20주년특집그날의증언 1회,TV 시사/교양,인물/다큐,6.15 남북공동선언 20주년를 맞아 2000년 그날을 되돌아본다. 남북간 끊어진 길이 55년 만에 연결되고 남과 북의 최고 책임자가 처음으로 만난 과정들을 돌아본다. 당시 대북특사이자 문화부 장관이었던 박지원 전 국회의원 등이 그날의 일들을 생생히 전달한다.,-,2820.0,교양/다큐멘터리,TV방송,6.15남북공동선언20주년특집그날의증언,6.15남북공동선언20주년특집그날의증언,
7344,나는자연인이다 510회,TV 시사/교양,인물/다큐,"산에서 암 완치한 자연인. 산에서 제2의 인생을 맞이한 자연인 김동봉 씨의 이야기를 들어본다. 16명 대식구의 장남이자 가장이었던 그는 생계를 위해 장사를 시작했고, 장사 수완이 좋았다. 하지만 2011년 급작스레 후두암을 진단받으면서 가시밭길이 시작됐다는데...","이승윤,윤택",3420.0,교양/다큐멘터리,TV방송,나는자연인이다,나는자연인이다,
7345,나는자연인이다 568회,TV 시사/교양,인물/다큐,"고향 산의 인생 방학 자연인 정봉기. 깊은 숲속에 홀로 움직이는 검은색 호스, 시공간이 뒤틀어진 듯 거꾸로 설치된 문과 어딘가로 연결된 비밀통로. 마법 같은 공간이 가득한 통나무집에, 백발 머리를 늘어뜨리고 천장에 매달리는 게 일상이라는 자연인 정봉기 씨가 산다.","이승윤,윤택",3420.0,교양/다큐멘터리,TV방송,(HD)나는자연인이다,나는자연인이다,
7346,나는자연인이다 511회,TV 시사/교양,인물/다큐,"나의 첫 독립 일기. 한 여름 날씨에도 긴팔, 긴 바지 차림에 고무장갑과 스카프로 온몸을 무장한 자연인 이영숙 씨를 만난다. 산생활과는 어딘가 어울리지 않는 고상한 첫인상. 그녀는 어쩌다 산중 생활을 시작하게 됐을까.","이승윤,윤택",3420.0,교양/다큐멘터리,TV방송,나는자연인이다,나는자연인이다,
7347,신들의 사생활: 그리스 로마신화 2 12회,TV 시사/교양,인물/다큐,"걸그룹 오마이걸 승희와 함께 왕좌의 게임, 기간토마키아를 주제로 마지막 신화 이야기를 나눈다. 한가인은 지난 여정을 떠올리며 이번 시즌2는 말 그대로 눈 깜짝할 사이에 지나간 것 같다고 아쉬움을 내비친다.","한가인,설민석,김헌,이창용",4740.0,교양/다큐멘터리,TV방송,신들의 사생활: 그리스 로마신화 2,신들의 사생활: 그리스 로마신화 2,
7348,TV정보쇼 아지트 시즌2 6회,TV 시사/교양,인물/다큐,"1. 골칫덩어리 대형 폐기물, 손가락 하나로 스마트하게 처리한다! 2. 신개념 연료 절감 기능이 더해진 도로 위 변호사 블랙박스. 3. 아동 권리 창작 뮤지컬단의 특별한 공연. 4. 감성 충전 200% 제주 힐링 호캉스! 4. 일상 속에서 염증을 다스리는 특별한 비법은?!","서경석,최희,조향기,이기호,심경원",3600.0,교양/다큐멘터리,TV방송,TV정보쇼 아지트 시즌2,TV정보쇼 아지트 시즌2,
7349,MBC 네트워크 특선 845회,TV 시사/교양,기타,격렬 비열도 2부,-,3000.0,교양/다큐멘터리,TV방송,MBC 네트워크 특선,MBC 네트워크 특선,
7350,광복절 의열단 김상옥 1회,TV 시사/교양,기타,"광복절 기획 역사저널 그날 의열단 김상옥, 일제의 심장에 폭탄을 던지다. 1923년 1월 12일 밤, 종로 한복판에서 터진 폭탄. 사건이 발생한 곳은 일제강점기 독립투사들을 탄압하던 악의 중심, 종로경찰서였다! 일제의 심장에 폭탄을 던진 독립투사는 누구였을까?","최원정,류근,이해영,이광용,신병주,최태성,신주백",2880.0,교양/다큐멘터리,TV방송,광복절 의열단 김상옥(구작),광복절 의열단 김상옥,
7351,광복절 빼앗긴 날들의 기억 1회,TV 시사/교양,기타,"광복절 기획 KBS스페셜 빼앗긴 날들의 기억 - 가와사키 도라지회. 징용 조선인들이 모여 살면서 만들어진 일본 안의 조선인 마을, 사쿠라모토. 이곳에서 지난 70여 년간 살아온 재일조선인 할머니들의 삶을 소개한다.",-,2880.0,교양/다큐멘터리,TV방송,광복절 빼앗긴 날들의 기억(구작),광복절 빼앗긴 날들의 기억,
7352,선을 넘는 녀석들 : 마스터-X 32회,TV 시사/교양,기타,대한민국의 운명을 바꿀 소중한 한 표! 선택 2022 편. 한국 정치사의 결정적인 순간엔 언제나 선거가 함께했다?! 무려 95.5%라는 경이로운 투표율을 기록한 역사적인 첫 선거부터 흑역사로 기록된 3.15 부정선거의 전말까지!,"심용환,전현무,김종민,유병재",4260.0,교양/다큐멘터리,TV방송,선을 넘는 녀석들 : 마스터-X,선을 넘는 녀석들 : 마스터-X,
7353,동물극장 단짝 76회,TV 시사/교양,기타,"[허당 농부와 코코 n 쿠키, 용감한 형제들] 경상북도 경주시 외동읍, 초록 벼로 싱그럽게 물든 논길을 출근길 삼아 농장으로 가는 2년 차 농부 이호중 씨와 산책 겸 따라나선 반려견 코코가 있다. 그리고 올해 6월, 호중 씨의 집에 막내 새끼 고양이 쿠키가 들어왔다.","이금희,박명수",3120.0,교양/다큐멘터리,TV방송,동물극장 단짝,동물극장 단짝,https://www.themoviedb.org/t/p/w300_and_h450_bestv2/xbBFLVZhbsnvy7ODJwYuYZBjqqq.jpg
7354,통일전망대 331회,TV 시사/교양,기타,,"김현경,김대호",1860.0,교양/다큐멘터리,TV방송,통일전망대,통일전망대,https://www.themoviedb.org/t/p/w300_and_h450_bestv2/nxgpoB9xJJQi6gYpblQgOCfq0jU.jpg
7355,인간극장 3394회,TV 시사/교양,기타,[아홉 살 연아의 부녀 별곡 5부] 얼마 전 나갔던 한 가요제에 초대 가수로 참석하는 연아. 연아답게 긴장한 기색 없이 흥겨운 무대를 만들어낸다. 꽁지 나무 꽃단장하는 날. 꽁지 나무 주변에 꽃도 심고 꽁지 나무 이름표까지. 꽁지 나무가 더욱 싱그러워졌다.,"김연아,김기환,이유진",1920.0,교양/다큐멘터리,TV방송,(HD)인간극장,인간극장,
7356,명견만리시즌2 1회,TV 시사/교양,기타,,"방탄소년단,방시혁",3240.0,교양/다큐멘터리,TV방송,(BTS특집)명견만리시즌2,명견만리시즌2,
7357,SBS스페셜 660회,TV 시사/교양,기타,"2부: 파괴자들. 어느 날 문자로 받은 휴대폰 인증 보호 앱 설치 링크. 보호 앱이라는 이름에 무심코 누른 선택으로 내 휴대폰의 모든 정보는 보이스피싱 조직에게 넘어가고 무방비 상태가 되어버린 휴대폰은 실시간으로 관찰되며 우리의 삶을 뒤흔들고, 영혼까지 파괴시킨다.",-,2760.0,교양/다큐멘터리,TV방송,(HD)SBS스페셜,SBS스페셜,
7358,알쓸별잡 7회,TV 시사/교양,기타,과학X건축X천문X영화X인문X역사... 지구별에서 일어나는 수많은 이야기와 함께했던 알쓸별잡 대망의 마지막 이야기!,"장항준,김민하,이동진,유현준,김상욱,심채경",6000.0,교양/다큐멘터리,TV방송,알쓸별잡,알쓸별잡,
7359,광복절 조선총독부 최후의 25일 1회,TV 시사/교양,기타,광복절 특집 조선총독부 최후의 25일. 일본인들이 조선을 떠나며 저지른 악행과 어떻게 해방정국의 혼란을 가중시켰는지를 밝힌다. 아울러 조선을 떠나는 일본인들의 마지막 모습을 통해 식민지배에 대한 그들의 기억과 인식의 허구를 돌아보고자 한다.,-,3480.0,교양/다큐멘터리,TV방송,광복절 조선총독부 최후의 25일(구작),광복절 조선총독부 최후의 25일,
7360,인간극장 3384회,TV 시사/교양,기타,"ㅁ[기수 씨의 아내를 살린 선택 5부] 산악관광센터에서 안전교육을 마치고 바쁜 일상을 보내지만 수아의 일이라면 운전기사 역할도 마다하지 않는 기수 씨다. 그리고 가을 준비를 위해 함께 텃밭을 가꾸는 부부. 비장의 무기, 계분이 있으니 올해 농사도 걱정 없다.","황기수,강지연",1920.0,교양/다큐멘터리,TV방송,(HD)인간극장,인간극장,
7361,아날로그 라이프 핸드메이드 2회,TV 시사/교양,기타,,유해진,3480.0,교양/다큐멘터리,TV방송,아날로그 라이프 핸드메이드,아날로그 라이프 핸드메이드,
7362,이슈 픽 쌤과 함께 148회,TV 시사/교양,기타,[공영방송 50주년 기획 - 방송은 어떻게 진화하는가] 이계진 전 KBS 아나운서 편.,"이승현,홍석천,슈카,유민상,이수지,유빈",3420.0,교양/다큐멘터리,TV방송,이슈 픽 쌤과 함께,이슈 픽 쌤과 함께,https://www.themoviedb.org/t/p/w300_and_h450_bestv2/ospiej68OQuA1VdIUz88Av7c5xs.jpg
7363,광복절 독립운동의 비밀 병기 암호 1회,TV 시사/교양,기타,"광복절 특집다큐 독립운동의 비밀 병기, 암호. 독립운동가들은 독특한 암호체계를 만들어 아군과 적군을 구별하고, 은밀하고도 신속한 작전을 가능케 했다. 광복 72년, 그동안 알려지지 않았던 임시정부 암호 전문가들을 추적하여 독립운동가들의 지혜를 돌아본다.",-,3120.0,교양/다큐멘터리,TV방송,광복절 독립운동의 비밀 병기 암호,광복절 독립운동의 비밀 병기 암호,
7364,인간극장 3391회,TV 시사/교양,기타,[아홉 살 연아의 부녀 별곡 2부] 늦게 낳은 만큼 뭐든 다 해주고 싶은 아빠 기환 씨. 하지만 마음만큼 체력이 따라주지 않는다. 더운 여름날. 화원에서는 아빠 표 수영장이 개장하고 연아와 연우는 행복한 시간을 보낸다.,"김연아,김기환,이유진",1920.0,교양/다큐멘터리,TV방송,(HD)인간극장,인간극장,
7365,tvN STORY 어쩌다 어른 40회,TV 시사/교양,기타,DNA 앞에 완벽 범죄란 없다! 잔혹한 범죄 현장 속 범인이 남긴 흔적을 쫓는다! 과학수사의 모든 것.,김상중,3660.0,교양/다큐멘터리,TV방송,tvN STORY 어쩌다 어른,tvN STORY 어쩌다 어른,
7366,과학수사대 스모킹 건 8회,TV 시사/교양,기타,[DNA는 살인자를 알고 있다] 112에 걸려온 다급한 신고 전화! 상처가 무려 스무 곳에서 발견.. 분노에 의한 살인일 가능성이 높다! 사건 현장에 남겨진 유일한 단서 DNA! 국과수에서 걸려온 전화 한 통! DNA로 이름의 성씨를 확인할 수 있다?,"안현모,이혜원,유성호",3600.0,교양/다큐멘터리,TV방송,과학수사대 스모킹 건,과학수사대 스모킹 건,https://www.themoviedb.org/t/p/w300_and_h450_bestv2/5je0v7PBD8tiNEhMop97eVqVxXn.jpg
7367,인간극장 3377회,TV 시사/교양,기타,[어떤 고부 순이와 양님 3부] 지적장애가 있는 며느리와 36년을 동고동락 중인 시어머니 순이 씨. 친정에 놀러 온 딸 덕에 콧바람도 쐬고~ 며느리 양님 씨는 휴대전화 거는 법도 배워본다. 태풍이 몰고 온 비바람에 비닐하우스에 물이 들이닥치기 시작하고...,"조순이,한양님",1920.0,교양/다큐멘터리,TV방송,(HD)인간극장,인간극장,
7368,TV동물농장-우린 같이 산다 9회,TV 시사/교양,기타,"[TV 동물농장]에서 반응이 좋았던 에피소드를 다시 보여주고, 후속 취재하는 스페셜 프로그램. 어느 날 갑자기 동물들이 나타난 것 같지만, 실은 동물들은 항상 우리랑 같이 살고 있었다. 항상 함께하고 있는 동물들과의 에피소드들을 소개한다.",-,4680.0,교양/다큐멘터리,TV방송,TV동물농장-우린 같이 산다,TV동물농장-우린 같이 산다,
7369,과학수사대 스모킹 건 24회,TV 시사/교양,기타,"[빨간 고무 통의 비밀 - 포천 빌라 살인사건] 경기도 포천의 한 빌라 집 안에서 발견된 높이 80cm, 지름 84cm 원통 모양의 빨간 고무 통. 오랜 시간 범인이 감추려 했던 비밀은 이 빨간 고무 통의 뚜껑이 열리면서부터 서서히 드러나게 되는데...","안현모,이유리,유성호,김복준,표창원",3120.0,교양/다큐멘터리,TV방송,과학수사대 스모킹 건,과학수사대 스모킹 건,https://www.themoviedb.org/t/p/w300_and_h450_bestv2/5je0v7PBD8tiNEhMop97eVqVxXn.jpg
7370,동행 426회,TV 시사/교양,기타,"[가시고기 아빠] 작년 2월, 편도암 수술을 받은 아빠 정일 씨. 6개월만 늦었어도 수술을 할 수 없었을 정도로 심각했던 상황이었다. 그렇게 16시간이 넘는 대수술과 힘든 항암치료를 견뎌낸 아빠. 1년이 넘는 치료 기간 동안 아빠의 걱정은 온통 두 딸 아영이와 아랑이었다.",-,3120.0,교양/다큐멘터리,TV방송,동행,동행,none
7371,6시 내고향 130회,TV 시사/교양,기타,"고향을 떠난 도시인들의 각박한 삶에 위안과 자기 고향에 대한 자긍심을 갖게 하고 다양한 문화에 접하게 하는 역할뿐만 아니라 더불어 살아가는 공동체적 삶의 중요성을 일깨워주며 영농 정보, 유통 정보 등의 제공으로 농어가 소득증대에 도움을 주는 프로그램.","윤인구,가애란",3480.0,교양/다큐멘터리,TV방송,6시 내고향,6시 내고향,https://www.themoviedb.org/t/p/w300_and_h450_bestv2/hPlNvewOU8SP62eK2c06PoqFMX2.jpg
7372,특집다큐 백제 무령왕 1회,TV 시사/교양,기타,특집다큐 백제 무령왕.,-,2880.0,교양/다큐멘터리,TV방송,특집다큐 백제 무령왕,특집다큐 백제 무령왕,
7373,전원일기 2021 4회,TV 시사/교양,기타,배우 최불암과 김혜자를 비롯해 순길이 역의 류덕환까지 30명이 넘는 전원일기 출연진 전원이 참석하는 처음이자 마지막 동창회를 주제로 한 다큐멘터리.,전원일기 출연진,2880.0,교양/다큐멘터리,TV방송,전원일기 2021,전원일기 2021,
7374,다큐 인사이트 봉쇄수도원 1회,TV 시사/교양,기타,"[세상 끝의 집 - 카르투시오 봉쇄수도원] 1부. 침묵, 대화, 포기. 경북 상주 산곡산 자락에 위치한 카르투시오 봉쇄수도원을 배경으로, 스스로 선택한 좁은 공간에서 영원의 진리를 좇고 있는 수도자들의 삶을 그린다.",-,3240.0,교양/다큐멘터리,TV방송,다큐 인사이트 봉쇄수도원,다큐 인사이트 봉쇄수도원,
7375,동행 425회,TV 시사/교양,기타,"[4형제와 예비 공주] 경상남도 합천군의 한 시골 마을. 공부할 때가 가장 행복하다는 첫째 병규와 힘이 좋은 둘째 병진이, 의리 있는 셋째 병화와 귀여운 막내 정민이까지 개성 넘치는 4형제가 의좋게 자라고 있다.",-,3120.0,교양/다큐멘터리,TV방송,동행,동행,none
7376,스트레이트 227회,TV 시사/교양,기타,누가 판결에 불복하나? 윤석열 정부와 지연된 정의,"성장경,허일후",2160.0,교양/다큐멘터리,TV방송,스트레이트,스트레이트,
7377,인간극장 플러스 10회,TV 시사/교양,기타,"보통 사람들의 특별한 이야기, 특별한 사람들의 평범한 이야기를 비롯한 치열한 삶의 바다에서 건져 올린 우리 이웃들의 이야기.",-,2880.0,교양/다큐멘터리,TV방송,인간극장 플러스,인간극장 플러스,
7378,도망쳐 2회,TV 시사/교양,기타,어린 시절부터 쭉 영화감독을 꿈꿔왔던 유정! 교수님의 추천으로 평소 존경하던 스타 감독 손필구를 만나 운 좋게 연출부원으로 들어가 일하게 된다. 반드시 감독 데뷔를 시켜주겠다는 손 감독의 약속과 함께 드디어 꿈꿔오던 연출 작업을 시작하는데...,"김구라,김대호,한혜진,풍자,전민기",3660.0,교양/다큐멘터리,TV방송,도망쳐,도망쳐,
7379,SBS스페셜 661회,TV 시사/교양,기타,3부: 게임 체인저스. 부부 싸움 도중 홧김에 집에서 목을 맸다는 부인의 시신이 국과수로 들어왔다. 남편은 매달려 있는 부인을 발견하고 끈을 가위로 자르고 시신을 방으로 옮겨 놓았다고 진술했다. 그런데 부검대 위의 시신은 다른 말을 하고 있었다.,-,2760.0,교양/다큐멘터리,TV방송,(HD)SBS스페셜,SBS스페셜,
7380,인간극장 스페셜 1회,TV 시사/교양,기타,"백발의 연인 1부. 강원도 횡성군. 20가구도 채 살지 않는 이 조용한 마을에 금실 좋기로 소문난 노부부가 살고 있었으니. 각각 열아홉, 열네 살 때 만나 73년이라는 많은 시간이 흘렀지만 서로를 사랑하는 마음만은 신혼부부 부럽지 않으신데....",-,1980.0,교양/다큐멘터리,TV방송,인간극장 스페셜,인간극장 스페셜,
7381,2023 역사저널 그날 32회,TV 시사/교양,기타,"[전두환, 과외와의 전쟁을 선포하다] 시험 때문에 비행기가 뜨지 않는 유일한 나라, 대한민국. 매년 11월이면 온 국민의 관심이 수능으로 쏠리고 있다. 국가 주관 대학 입학시험은 언제부터 시작된 걸까? 그 서막을 열기 위해서는 전두환의 이름이 빠질 수 없다는데...","최원정,이시원,허준,최태성",2820.0,교양/다큐멘터리,TV방송,2023 역사저널 그날,2023 역사저널 그날,
7382,청소년 공감콘서트 온드림스쿨 3,TV 시사/교양,기타,"인문학 작가 조승연, 스트레이키즈 편. 1. 언어 천재 인문학자 조승연이 전하는 달라진 시대! 생존비법. 2. 조승연X스트레이키즈가 함께하는 [고민따위 날려버려!] 마음속에 담아 두었던 고민을 해결해드립니다!","박경림,박재민",3420.0,교양/다큐멘터리,TV방송,청소년 공감콘서트 온드림스쿨 3,청소년 공감콘서트 온드림스쿨 3,
7383,도망쳐 4회,TV 시사/교양,기타,나를 무시하는 자존감 도둑들! 돈만 많으면 20살 차이도 OK!? 돈돈돈~ 노래 부를 정도로 돈 밖에 모르던 내 친구! 부자 남친과 결혼 후 제대로 막 나가기 시작했다! 우리도 점점 수준 차이 나겠네~ 아쉬워라~ 정신을 혼미하게 만드는 친구의 막말 퍼레이드!!!,"김구라,김대호,한혜진,풍자,전민기",3660.0,교양/다큐멘터리,TV방송,도망쳐,도망쳐,
7384,추적60분 1338회,TV 시사/교양,기타,"[대통령 취임 500일, 한가위 민심은 말한다] 윤석열 대통령이 취임한 지 500일. 대통령이 취임 후 1년 동안 가장 많이 언급한 말은 경제다. 고물가, 고금리, 고환율, 3고 시대란 위기 앞, 우리나라 경제의 현주소는 어디일까. 전국 방방곡곡을 찾아 민심을 들어봤다.",-,2880.0,교양/다큐멘터리,TV방송,추적60분,추적60분,
7385,김창옥 쇼 2회,TV 시사/교양,기타,지친 당신을 위로할 쌍방향 힐링 강연쇼 [김창옥쇼]. 김창옥이 말하는 인생의 태클을 뛰어넘는 방법! 인생의 길이 보이지 않는 막막한 순간. 내 인생에 태클이 걸렸다면? 나에게 말을 거는 나 [셀프 텔러]에 귀를 기울여야 한다! 나와 나 사이를 진단하는 방법은?,김창옥,3780.0,교양/다큐멘터리,TV방송,김창옥 쇼,김창옥 쇼,https://www.themoviedb.org/t/p/w300_and_h450_bestv2/itdGVhuK5z9CRIBQsZVaj5jEVck.jpg
7386,동물극장 단짝 78회,TV 시사/교양,기타,"[춘식 옥희 민희, 제주에서 소랑햄수다] 제주특별자치도 구좌읍 하도리, 이현동, 이두리 씨 부부가 살고 있다. 반려견 춘식이는 워낙 수영을 좋아해 늘 부부와 함께 수영을 즐긴단다. 또 다른 견 가족, 옥희와 민희는 물을 좋아하지 않아서 마당에서 비눗방울 놀이를 한다.","이금희,박명수",3120.0,교양/다큐멘터리,TV방송,동물극장 단짝,동물극장 단짝,https://www.themoviedb.org/t/p/w300_and_h450_bestv2/xbBFLVZhbsnvy7ODJwYuYZBjqqq.jpg
7387,우리의 얼굴 인간극장 20년 1회,TV 시사/교양,기타,"인간극장 20년에 담긴 한국사회 20년의 변화와 우리의 자화상. [인간극장]에 투영된 한국사회 20년의 변화와 우리 가치관의 변화를 살펴보면서 급격한 변화 속에서도 변하지 않고 지켜져 온 가족애, 희망, 공존 등과 같은 보편적 가치도 재발견해 본다.",최원정,2880.0,교양/다큐멘터리,TV방송,우리의 얼굴 인간극장 20년,우리의 얼굴 인간극장 20년,
7388,9층 시사국 30회,TV 시사/교양,기타,최원종은 어떻게 만들어지는가.,남현종,2220.0,교양/다큐멘터리,TV방송,9층 시사국,9층 시사국,
7389,광복절 도쿄공습 프로젝트 윌로우스 1회,TV 시사/교양,기타,광복절 특집 도쿄 공습 프로젝트 윌로우스 비행학교. 1920년 캘리포니아 윌로우스에 세운 비행학교가 있다. 윌로우스 비행학교 설립의 전말을 통해 미주 독립운동가들의 못다 이룬 꿈인 도쿄 공습과 미주 독립 운동사의 의미를 되새겨본다.,-,2820.0,교양/다큐멘터리,TV방송,광복절 도쿄공습 프로젝트 윌로우스(구작),광복절 도쿄공습 프로젝트 윌로우스,
7390,PD수첩 1389회,TV 시사/교양,기타,"무대를 팝니다 - 가요제와 이사장. 제2의 임영웅, 송가인을 꿈꾸는 수많은 가수지망생들! 이들에게 전국에서 펼쳐지는 각종 가요제는 그야말로 꿈의 무대다. 하지만 최근 수많은 신인가요제가 한 협회와 특정인에 의해, 비리와 돈 잔치로 얼룩져간다는 제보가 도착했다.",오승훈,2820.0,교양/다큐멘터리,TV방송,(HD)PD수첩,PD수첩,
7391,박원숙의 같이 삽시다 5회,TV 시사/교양,기타,오늘은 새해맞이 건강검진을 받는 날! 란블리 김영란 치매 검사 무사통과? 과연 그녀들의 건강 상태는? 남해 보리암을 찾은 김영란과 박준금. 이혼 후 힘들었던 시절에 대한 박준금의 고백과 김영란의 기러기 엄마로 10년간 자식들과 떨어져 산 안타까운 사연!,"박원숙,김영란,김혜정,박준금",3480.0,교양/다큐멘터리,TV방송,박원숙의 같이 삽시다,박원숙의 같이 삽시다,
7392,2023 역사저널 그날 33회,TV 시사/교양,기타,"[전두환, 목동 아파트를 짓다] 1986년 아시안 게임과 1988년 올림픽이 유치되고, 국제 대회 개최를 앞둔 전두환 정권은 서울 재정비에 들어간다. 전 세계에 보일 서울의 모습을 위해 도시 개조사업에 착수한 것이다.","최원정,이시원,허준,최태성",2880.0,교양/다큐멘터리,TV방송,2023 역사저널 그날,2023 역사저널 그날,
7393,이슈 픽 쌤과 함께 103회,TV 시사/교양,기타,"[K클래식, 어떻게 세계를 사로잡는가] 한국예술종합학교 김대진 총장.","이승현,홍석천,슈카,유민상,이수지,유빈",3540.0,교양/다큐멘터리,TV방송,이슈 픽 쌤과 함께,이슈 픽 쌤과 함께,https://www.themoviedb.org/t/p/w300_and_h450_bestv2/ospiej68OQuA1VdIUz88Av7c5xs.jpg
